ID,Year,Province,Soil Type,Group,Crop ID,Crop,Species/variant,Original Unit,Yield (Kg/Ha),Crop Price ($/Kg),Seed ($/Ha),Fertilizer ($/Ha),Chemical ($/Ha),Trucking and Marketing ($/Ha),Fuel Oil Lube ($/Ha),Machinery Repairs ($/Ha),Crop Insurance ($/Ha),Building Repairs ($/Ha),Custom Work ($/Ha),Labour ($/Ha),Utilities ($/Ha),Operating Interest ($/Ha),Fixed Cost ($/Ha),Variable Cost ($/Ha),Total Costs ($/Ha),Source,Assumptions of: Yield (Kg/Ha),Assumptions of: Crop Price ($/Kg),Assumptions of: Seed ($/Ha),Assumptions of: Fertilizer ($/Ha),Assumptions of: Chemical ($/Ha),Assumptions of: Trucking and Marketing ($/Ha),Assumptions of: Fuel Oil Lube ($/Ha),Assumptions of: Machinery Repairs ($/Ha),Assumptions of: Crop Insurance ($/Ha),Assumptions of: Building Repairs ($/Ha),Assumptions of: Custom Work ($/Ha),Assumptions of: Labour ($/Ha),Assumptions of: Utilities ($/Ha),Assumptions of: Operating Interest ($/Ha),Assumptions of: Fixed Cost ($/Ha),Assumptions of: Variable Cost ($/Ha),Assumptions of:Total Costs ($/Ha)
22,2021,Saskatchewan,Brown,Oilseeds,21,Mustard,Brown,lb,1458.227364,0.771617917,58.41571218,102.6228649,125.2824284,,47.0241541,22.23948433,17.47035047,1.210816369,50.16239244,,7.981503822,8.475714585,235.5902707,439.6498947,675.2401655,S.COP.21,,,,,,,,,,,,,,,,,
23,2021,Saskatchewan,Brown,Oilseeds,21,Mustard,Oriental,lb,1556.862266,0.661386786,51.00255074,107.3178672,125.2824284,,47.0241541,22.23948433,14.50508589,1.210816369,50.16239244,,7.981503822,8.376872433,235.5902707,433.8923394,669.4826101,S.COP.21,,,,,,,,,,,,,,,,,
24,2021,Saskatchewan,Brown,Oilseeds,21,Mustard,Yellow,lb,1309.154159,0.9259415,85.00425123,94.36954519,104.3773131,,47.0241541,22.23948433,20.92982581,1.210816369,50.16239244,,7.981503822,8.500425123,235.5902707,440.5641847,676.1544554,S.COP.21,,,,,,,,,,,,,,,,,
25,2021,Saskatchewan,Black,Oilseeds,22,Flax,,bu,950.00488,0.549974017,56.73539559,133.3380639,205.5422563,,47.56778594,28.39240833,15.88887603,2.174527357,52.0156828,,12.05874262,10.84792625,295.4639046,562.3871377,857.8757529,S.COP.21,,,,,,,,,,,,,,,,,
26,2021,Saskatchewan,Brown,Oilseeds,22,Flax,,bu,769.65636,0.549974017,49.22339199,108.5533941,176.9274531,,30.443383,22.23948433,22.26419487,1.210816369,51.39791935,,7.981503822,9.21703073,235.5902707,478.2477553,713.8380261,S.COP.21,,,,,,,,,,,,,,,,,
27,2021,Saskatchewan,Dark Brown,Oilseeds,22,Flax,,bu,871.26116,0.549974017,53.32534133,122.7125324,246.438197,,38.05422875,25.08119622,17.34679778,1.60618498,52.0156828,,10.45255764,11.11974217,270.6545243,576.5709866,847.225511,S.COP.21,,,,,,,,,,,,,,,,,
28,2021,Saskatchewan,Black,Pulse crops,25,Soybean,,bu,1020.58125,0.401609377,276.7580273,39.80867696,140.8253569,,53.1770781,28.39240833,9.118188577,2.174527357,56.95779043,,12.05874262,12.13287423,295.4639046,629.253854,924.7177586,S.COP.21,,,,,,,,,,,,,,,,,
29,2021,Saskatchewan,Brown,Pulse crops,25,Soybean,,bu,870.896,0.401609377,276.7580273,34.17467426,140.8253569,,34.02641103,22.23948433,14.03558567,1.210816369,55.10450007,,7.981503822,11.51511078,235.5902707,596.6606541,832.2509249,S.COP.21,,,,,,,,,,,,,,,,,
30,2021,Saskatchewan,Dark Brown,Pulse crops,25,Soybean,,bu,938.93475,0.401609377,276.7580273,36.99167561,140.8253569,,42.52683615,25.08119622,11.19387378,1.60618498,54.48673662,,10.45255764,11.76221616,270.6545243,610.1031869,880.7577113,S.COP.21,,,,,,,,,,,,,,,,,
31,2021,Saskatchewan,Dark Brown,Pulse crops,26,Beans (dry field),Black Bean,lb,1345.021396,0.727525465,210.3855218,31.85188367,316.5172832,,42.52683615,25.08119622,33.11212112,1.60618498,48.92686554,,10.45255764,14.13442782,270.6545243,733.0134037,1003.667928,S.COP.21,,,,,,,,,,,,,,,,,
32,2021,Saskatchewan,Black,Pulse crops,28,Fababean,,lb,4373.561239,0.264554714,104.3526026,72.59956108,265.6629956,,49.24810253,28.39240833,26.71209174,2.174527357,48.92686554,,12.05874262,11.95990046,295.4639046,619.9379811,915.4018857,S.COP.21,,,,,,,,,,,,,,,,,
33,2021,Saskatchewan,Brown,Pulse crops,29,Chickpea,Desi,lb,2396.379787,0.661386786,130.6446152,50.50833998,277.1039748,,49.24810253,22.23948433,30.27040923,1.210816369,48.92686554,,7.981503822,12.13287423,235.5902707,629.0561697,864.6464404,S.COP.21,,,,,,,,,,,,,,,,,
34,2021,Saskatchewan,Brown,Pulse crops,29,Chickpea,"Kabuli, Large",lb,2792.040248,0.661386786,184.6124305,55.20334223,277.1039748,,49.24810253,22.23948433,28.76306641,1.210816369,48.92686554,,7.981503822,13.24484845,235.5902707,687.3236186,922.9138893,S.COP.21,,,,,,,,,,,,,,,,,
35,2021,Saskatchewan,Brown,Pulse crops,29,Chickpea,"Kabuli, Small",lb,2422.159364,0.551155655,147.2500968,45.81333773,277.1039748,,49.24810253,22.23948433,27.5275395,1.210816369,48.92686554,,7.981503822,12.305848,235.5902707,638.3967531,873.9870238,S.COP.21,,,,,,,,,,,,,,,,,
36,2021,Saskatchewan,Black,Pulse crops,32,Lentil,Large Green,lb,2149.792531,0.595248107,135.5867228,29.82561955,220.2450265,,53.1770781,28.39240833,29.72677739,2.174527357,56.34002698,,12.05874262,11.11974217,295.4639046,576.496855,871.9607597,S.COP.21,,,,,,,,,,,,,,,,,
37,2021,Saskatchewan,Black,Pulse crops,32,Lentil,Red,lb,2792.040248,0.551155655,99.5587582,39.80867696,220.2450265,,53.1770781,28.39240833,20.28735182,2.174527357,56.34002698,,12.05874262,10.4278471,295.4639046,540.3206272,540.3206272,S.COP.21,,,,,,,,,,,,,,,,,
38,2021,Saskatchewan,Brown,Pulse crops,32,Lentil,Large Green,lb,1878.54655,0.595248107,135.5867228,27.55225004,224.5446602,,34.02641103,22.23948433,24.36459062,1.210816369,53.86897317,,7.981503822,10.4278471,235.5902707,540.5924431,776.1827138,S.COP.21,,,,,,,,,,,,,,,,,
39,2021,Saskatchewan,Brown,Pulse crops,32,Lentil,Red,lb,2174.451257,0.551155655,99.5587582,31.35767291,224.5446602,,34.02641103,22.23948433,22.98080048,1.210816369,53.86897317,,7.981503822,9.760662569,235.5902707,506.3189267,506.3189267,S.COP.21,,,,,,,,,,,,,,,,,
40,2021,Saskatchewan,Dark Brown,Pulse crops,32,Lentil,Large Green,lb,2075.816355,0.595248107,135.5867228,29.82561955,224.5446602,,42.52683615,25.08119622,25.99548613,1.60618498,52.0156828,,10.45255764,10.74908409,270.6545243,556.8272667,827.481791,S.COP.21,,,,,,,,,,,,,,,,,
41,2021,Saskatchewan,Dark Brown,Pulse crops,32,Lentil,Red,lb,2471.476815,0.551155655,99.5587582,34.17467426,224.5446602,,42.52683615,25.08119622,23.40087963,1.60618498,52.0156828,,10.45255764,10.05718903,270.6545243,521.8371446,521.8371446,S.COP.21,,,,,,,,,,,,,,,,,
42,2021,Saskatchewan,Dark Brown,Other field crops,37,Sunflower seed,,lb,2570.111718,0.551155655,136.2044863,188.2695902,214.5616027,,49.24810253,25.08119622,18.35992984,1.60618498,51.39791935,,10.45255764,13.64021706,270.6545243,707.2403124,977.8948367,S.COP.21,,,,,,,,,,,,,,,,,
43,2021,Saskatchewan,Black,Cover crops,49,Faba bean/broad bean (Vicia faba),,lb,4373.561239,0.264554714,104.3526026,72.59956108,265.6629956,,49.24810253,28.39240833,26.71209174,2.174527357,48.92686554,,12.05874262,11.95990046,295.4639046,619.9379811,915.4018857,S.COP.21,,,,,,,,,,,,,,,,,
44,2021,Saskatchewan,Brown,Cover crops,56,Mustard (Sinapus alba L. subsp. Mairei (H. Lindb.) Maire),Brown,lb,1458.227364,0.771617917,58.41571218,102.6228649,125.2824284,,47.0241541,22.23948433,17.47035047,1.210816369,50.16239244,,7.981503822,8.475714585,235.5902707,439.6498947,675.2401655,S.COP.21,,,,,,,,,,,,,,,,,
45,2021,Saskatchewan,Brown,Cover crops,56,Mustard (Sinapus alba L. subsp. Mairei (H. Lindb.) Maire),Oriental,lb,1556.862266,0.661386786,51.00255074,107.3178672,125.2824284,,47.0241541,22.23948433,14.50508589,1.210816369,50.16239244,,7.981503822,8.376872433,235.5902707,433.8923394,669.4826101,S.COP.21,,,,,,,,,,,,,,,,,
46,2021,Saskatchewan,Brown,Cover crops,56,Mustard (Sinapus alba L. subsp. Mairei (H. Lindb.) Maire),Yellow,lb,1309.154159,0.9259415,85.00425123,94.36954519,104.3773131,,47.0241541,22.23948433,20.92982581,1.210816369,50.16239244,,7.981503822,8.500425123,235.5902707,440.5641847,676.1544554,S.COP.21,,,,,,,,,,,,,,,,,
47,2021,Saskatchewan,Black,Cover crops,57,Barley (Hordeum vulgare),Feed,bu,2101.0366,0.200712829,78.62893239,173.3444251,117.9433986,,47.56778594,28.39240833,12.10816369,2.174527357,52.0156828,,12.05874262,11.19387378,295.4639046,580.4752517,875.9391563,S.COP.21,,,,,,,,,,,,,,,,,
48,2021,Saskatchewan,Black,Cover crops,57,Barley (Hordeum vulgare),Malt,bu,1704.77892,0.238834488,103.6607075,140.3558567,261.2645199,,47.56778594,28.39240833,9.834794183,2.174527357,52.0156828,,12.05874262,12.87419038,295.4639046,668.0493989,963.5133035,S.COP.21,,,,,,,,,,,,,,,,,
49,2021,Saskatchewan,Brown,Cover crops,57,Barley (Hordeum vulgare),Feed,bu,1700.42444,0.200712829,62.91303013,140.3558567,117.9433986,,30.443383,22.23948433,14.43095428,1.210816369,51.39791935,,7.981503822,8.796951581,235.5902707,456.5024818,692.0927525,S.COP.21,,,,,,,,,,,,,,,,,
50,2021,Saskatchewan,Brown,Cover crops,57,Barley (Hordeum vulgare),Malt,bu,1391.25636,0.238834488,83.27451356,115.5711869,261.2645199,,30.443383,22.23948433,11.83634777,1.210816369,51.39791935,,7.981503822,11.49040024,235.5902707,595.4745483,831.064819,S.COP.21,,,,,,,,,,,,,,,,,
51,2021,Saskatchewan,Dark Brown,Cover crops,57,Barley (Hordeum vulgare),Feed,bu,1859.36296,0.200712829,69.33777005,153.3041787,117.9433986,,38.05422875,25.08119622,12.84947984,1.60618498,52.0156828,,10.45255764,9.414715035,270.6545243,488.4779181,759.1324425,S.COP.21,,,,,,,,,,,,,,,,,
52,2021,Saskatchewan,Dark Brown,Cover crops,57,Barley (Hordeum vulgare),Malt,bu,1521.89076,0.238834488,91.10775416,125.0106125,261.2645199,,38.05422875,25.08119622,10.52668925,1.60618498,52.0156828,,10.45255764,12.05874262,270.6545243,625.5966943,896.2512187,S.COP.21,,,,,,,,,,,,,,,,,
53,2021,Saskatchewan,Black,Cover crops,58,Oat (Avena sativa),,bu,2117.7385,0.229417844,108.182736,165.1158159,126.5920869,,47.56778594,28.39240833,17.64332424,2.174527357,52.0156828,,12.05874262,11.88576885,295.4639046,616.6761901,912.1648052,S.COP.21,,,,,,,,,,,,,,,,,
54,2021,Saskatchewan,Brown,Cover crops,58,Oat (Avena sativa),,bu,1177.1665,0.229417844,108.182736,91.99733353,126.5920869,,30.443383,22.23948433,20.58387828,1.210816369,51.39791935,,7.981503822,9.044056963,235.5902707,468.4623822,704.0526529,S.COP.21,,,,,,,,,,,,,,,,,
55,2021,Saskatchewan,Dark Brown,Cover crops,58,Oat (Avena sativa),,bu,1599.553,0.229417844,108.182736,125.035323,126.5920869,,38.05422875,25.08119622,19.47190406,1.60618498,52.0156828,,10.45255764,9.933636336,270.6545243,514.8193518,785.4738761,S.COP.21,,,,,,,,,,,,,,,,,
56,2021,Saskatchewan,Black,Cover crops,59,Rye (Secale cereale) / Winter rye / Cereal rye,Hybrid Fall Rye,bu,1988.91396,0.200777916,166.0548164,152.1427834,55.10450007,,47.56778594,28.39240833,14.33211213,2.174527357,52.0156828,,12.05874262,23.35145855,295.4639046,551.0450007,846.5089054,S.COP.21,,,,,,,,,,,,,,,,,
57,2021,Saskatchewan,Brown,Cover crops,59,Rye (Secale cereale) / Winter rye / Cereal rye,Hybrid Fall Rye,bu,1290.38096,0.200777916,166.0548164,99.06454744,55.10450007,,30.443383,22.23948433,21.00395743,1.210816369,51.39791935,,7.981503822,20.06495698,235.5902707,473.3550688,708.9453395,S.COP.21,,,,,,,,,,,,,,,,,
58,2021,Saskatchewan,Dark Brown,Cover crops,59,Rye (Secale cereale) / Winter rye / Cereal rye,Hybrid Fall Rye,bu,1699.34028,0.200777916,166.0548164,130.8917206,55.10450007,,38.05422875,25.08119622,14.23326997,1.60618498,51.39791935,,10.45255764,21.74527357,270.6545243,513.0649036,783.7194279,S.COP.21,,,,,,,,,,,,,,,,,
59,2021,Saskatchewan,Black,Cover crops,61,Flax (Linum usitatissimum),,bu,950.00488,0.549974017,56.73539559,133.3380639,205.5422563,,47.56778594,28.39240833,15.88887603,2.174527357,52.0156828,,12.05874262,10.84792625,295.4639046,562.3871377,857.8757529,S.COP.21,,,,,,,,,,,,,,,,,
60,2021,Saskatchewan,Brown,Cover crops,61,Flax (Linum usitatissimum),,bu,769.65636,0.549974017,49.22339199,108.5533941,176.9274531,,30.443383,22.23948433,22.26419487,1.210816369,51.39791935,,7.981503822,9.21703073,235.5902707,478.2477553,713.8380261,S.COP.21,,,,,,,,,,,,,,,,,
61,2021,Saskatchewan,Dark Brown,Cover crops,61,Flax (Linum usitatissimum),,bu,871.26116,0.549974017,53.32534133,122.7125324,246.438197,,38.05422875,25.08119622,17.34679778,1.60618498,52.0156828,,10.45255764,11.11974217,270.6545243,576.5709866,847.225511,S.COP.21,,,,,,,,,,,,,,,,,
62,2021,Saskatchewan,Black,Cover crops,67,Winter wheat (Triticum aestivum),,bu,1940.46515,0.214216164,90.98420147,142.6786473,157.2084437,,47.56778594,28.39240833,16.85258702,2.174527357,56.95779043,,12.05874262,26.53911797,295.4639046,626.4368526,921.9007573,S.COP.21,,,,,,,,,,,,,,,,,
63,2021,Saskatchewan,Brown,Cover crops,67,Winter wheat (Triticum aestivum),,bu,1619.32225,0.214216164,90.98420147,119.0800833,157.2084437,,30.443383,22.23948433,20.60858882,1.210816369,55.10450007,,7.981503822,22.28890541,235.5902707,525.939094,761.5293647,S.COP.21,,,,,,,,,,,,,,,,,
64,2021,Saskatchewan,Dark Brown,Cover crops,67,Winter wheat (Triticum aestivum),,bu,1641.09465,0.214216164,90.98420147,121.452295,157.2084437,,38.05422875,25.08119622,20.68272043,1.60618498,54.48673662,,10.45255764,25.03177515,270.6545243,590.6312828,861.2858072,S.COP.21,,,,,,,,,,,,,,,,,
65,2021,Saskatchewan,Black,Cover crops,68,(Fall) Rye,Hybrid Fall Rye,bu,2130.97365,0.187393213,166.0548164,152.1427834,55.10450007,,47.56778594,28.39240833,14.33211213,2.174527357,52.0156828,,12.05874262,23.35145855,295.4639046,551.0450007,846.5089054,S.COP.21,,,,,,,,,,,,,,,,,
66,2021,Saskatchewan,Brown,Cover crops,68,(Fall) Rye,Hybrid Fall Rye,bu,1382.5474,0.187393213,166.0548164,99.06454744,55.10450007,,30.443383,22.23948433,21.00395743,1.210816369,51.39791935,,7.981503822,20.06495698,235.5902707,473.3550688,708.9453395,S.COP.21,,,,,,,,,,,,,,,,,
67,2021,Saskatchewan,Dark Brown,Cover crops,68,(Fall) Rye,Hybrid Fall Rye,bu,1820.71695,0.187393213,166.0548164,130.8917206,55.10450007,,38.05422875,25.08119622,14.23326997,1.60618498,51.39791935,,10.45255764,21.74527357,270.6545243,513.0649036,783.7194279,S.COP.21,,,,,,,,,,,,,,,,,
68,2021,Manitoba,Black,Small-grain cereals,3,Wheat, Hard Red Spring,bu,1660.1455,0.24802043,71.66056063,190.0240384,116.7078717,,53.47360455,31.82717314,32.09898906,,,11.86105831,19.15066707,13.07187468,337.5459511,594.0413371,990.8925798,M.COP.21,,,,,,,,,,,,,,,,,
69,2021,Manitoba,Black,Small-grain cereals,3,Wheat,Northern Hard Red,bu,1905.085,0.229648546,66.718453,207.2472835,116.7078717,,55.30218438,31.82717314,37.38704422,,,11.86105831,19.15066707,13.56608544,337.5459511,616.5032163,1013.354459,M.COP.21,,,,,,,,,,,,,,,,,
70,2021,Manitoba,Black,Small-grain cereals,3,Wheat,Prairie Spring,bu,1905.085,0.211276662,66.718453,207.2472835,116.7078717,,55.30218438,31.82717314,32.14841013,,,11.86105831,19.15066707,13.44253275,337.5459511,611.116319,1007.967562,M.COP.21,,,,,,,,,,,,,,,,,
71,2021,Manitoba,Black,Small-grain cereals,3,Wheat,Other Spring,bu,1714.5765,0.211276662,66.718453,190.0240384,116.7078717,,53.86897317,31.82717314,36.37391216,,,11.86105831,19.15066707,13.07187468,337.5459511,594.3378636,991.1891062,M.COP.21,,,,,,,,,,,,,,,,,
72,2021,Manitoba,Black,Small-grain cereals,5,Barley,,bu,1741.792,0.218166119,44.47896867,154.514995,127.2592715,,57.57555389,31.82717314,36.20093839,,,11.86105831,19.15066707,12.20700585,337.5459511,554.6033182,951.4298504,M.COP.21,,,,,,,,,,,,,,,,,
73,2021,Manitoba,Black,Small-grain cereals,7,Oats,,bu,1596.65,0.258353427,47.88902293,141.8879101,48.50678639,,63.72847789,31.82717314,43.16931015,,,11.86105831,19.15066707,10.69966302,337.5459511,486.6493383,883.500581,M.COP.21,,,,,,,,,,,,,,,,,
74,2021,Manitoba,Black,Oilseeds,20,Canola,,bu,1020.582,0.496040495,166.7961325,217.8481043,76.38027342,,51.44734043,31.82717314,34.89127987,,,11.86105831,19.15066707,14.85103343,337.5459511,674.7459547,1071.597197,M.COP.21,,,,,,,,,,,,,,,,,
75,2021,Manitoba,Black,Oilseeds,22,Flax,Flaxseed,bu,635.03,0.551155064,62.27055614,94.98730865,86.80812052,,48.60562854,31.82717314,41.19246709,,,11.86105831,19.15066707,9.908925798,337.5459511,450.6955053,847.546748,M.COP.21,,,,,,,,,,,,,,,,,
76,2021,Manitoba,Black,Pulse crops,25,Soybean,,bu,1006.9735,0.418878948,230.7470052,59.0087651,25.87193344,,46.23341688,31.82717314,50.43420836,,,11.86105831,19.15066707,11.76221616,337.5459511,534.3653875,931.1919196,M.COP.21,,,,,,,,,,,,,,,,,
77,2021,Manitoba,Black,Pulse crops,26,Beans (dry field),Pinto,lb,2129.61721,0.727525465,203.8619397,117.9681091,237.7895086,,43.24344176,31.82717314,83.44748733,,,11.86105831,19.15066707,17.89042962,350.8402206,813.0014156,1223.146928,M.COP.21,,,,,,,,,,,,,,,,,
78,2021,Manitoba,Black,Pulse crops,27,Whitebeans,,lb,1961.489536,0.771617917,192.9893029,129.4585094,248.0690925,,42.749231,31.82717314,75.36714135,,,11.86105831,19.15066707,17.91514016,350.8402206,814.6076006,1224.777823,M.COP.21,,,,,,,,,,,,,,,,,
79,2021,Manitoba,Black,Other field crops,37,Sunflower seed,,lb,1905.446978,0.661386786,122.3171638,179.3490859,178.7066119,,51.96626173,73.83508799,80.60577544,,,11.86105831,43.86120521,17.96456123,357.5120659,816.6091542,1233.401801,M.COP.21,,,,,,,,,,,,,,,,,
80,2021,Manitoba,Black,Cover crops,57,Barley (Hordeum vulgare),,bu,1741.792,0.218166119,44.47896867,154.514995,127.2592715,,57.57555389,31.82717314,36.20093839,,,11.86105831,19.15066707,12.20700585,337.5459511,554.6033182,951.4298504,M.COP.21,,,,,,,,,,,,,,,,,
81,2021,Manitoba,Black,Cover crops,58,Oat (Avena sativa),,bu,1596.65,0.258353427,47.88902293,141.8879101,48.50678639,,63.72847789,31.82717314,43.16931015,,,11.86105831,19.15066707,10.69966302,337.5459511,486.6493383,883.500581,M.COP.21,,,,,,,,,,,,,,,,,
